"x","y",".sample"
9.81405967978298,20.1229345968759,1
14.6576785661434,34.2080765038027,1
20.0823870484009,102.092362153669,1
13.6094820559403,22.9412518112126,1
3.75068740637006,10.7420656975209,1
7.56210441484232,13.8496726059185,1
15.1803842071933,23.5573382201682,1
13.5781454585108,29.0857668542902,1
16.2273790710274,41.6279228085658,1
10.3070002065813,27.3103275287649,1
16.7024522505126,53.5795670531787,1
0.601750526780212,10.2765040867711,1
3.19322264310315,11.0035096286585,1
14.6857420941205,30.0686838355639,1
10.3760299402373,24.4333495469717,1
17.4008913345731,67.0780822037149,1
17.8438339766583,75.0093281811065,1
18.4475953733401,82.2928608488911,1
1.17882595475008,10.6870154285831,1
16.6563164848632,46.9575961508901,1
9.1650234340756,15.2290300804061,1
18.8623957115729,74.7440268544837,1
0.641673588348502,9.77934936282585,1
2.7737866088317,10.7457183149043,1
1.59433157461308,10.5969716495705,1
17.2326290161966,41.7486227961063,1
10.7352749121328,24.2671743171015,1
19.3551100561843,73.624569756432,1
3.1408187312071,11.4437991489835,1
16.2286800741296,58.947194581482,1
-0.068875240176916,10.0092196254354,1
10.8614461133097,20.0448702564915,1
5.86755678382647,11.2917305173281,1
12.9924376968562,30.1276009067297,1
2.07249027377347,12.0369982247477,1
10.9012419064072,22.7856432040235,1
10.3105312839383,18.1417141340936,1
19.0214371467513,57.1276351959882,1
1.55036242641121,10.6652054400237,1
18.2980654652269,81.9849659819686,1
3.80374214087764,11.1386241274099,1
15.7547580845882,37.7371753258729,1
9.12982433511604,13.7751423753517,1
19.9237951847631,91.2674920919605,1
8.57300041483262,14.6570753764814,1
7.66169207699713,13.3973415151088,1
2.16737267413343,10.1996478242293,1
15.7690722183235,68.041278677775,1
19.372537641449,59.516734296429,1
-0.023564447119832,9.8230407832441,1
3.30691016787633,11.2748784624081,2
10.2718321177633,21.4989255712973,2
3.19557075458735,11.1681614475518,2
-0.086182698201388,9.91836063924432,2
0.480678792763451,11.0661961301222,2
11.9723689720769,25.1084602194695,2
2.1503168009946,10.8863852022621,2
11.3069152918317,25.8895427260029,2
9.2910455336171,16.5445305013723,2
10.3582255854914,17.5908196758838,2
10.8404075409928,22.7101328388854,2
16.6562260287556,61.5166658216359,2
2.25261358263323,10.8247841629591,2
15.1703894689591,34.1017472359811,2
2.76852508310576,10.5166038716776,2
